"cell","celltype","group","site","aneuploid"
"Cell1401","endothelial","endothelial","omental",FALSE
"Cell1402","adipocyte","adipocyte","omental",FALSE
"Cell1403","malignant","malignant_omental","omental",TRUE
"Cell1404","malignant","malignant_omental","omental",TRUE
"Cell1405","fibroblast","fibroblast","omental",FALSE
"Cell1406","adipocyte","adipocyte","ascites",FALSE
"Cell1407","malignant","malignant_ascites","ascites",TRUE
"Cell1408","macrophage","macrophage","ascites",FALSE
"Cell1409","malignant","malignant_omental","omental",TRUE
"Cell1410","endothelial","endothelial","ascites",FALSE
"Cell1411","malignant","malignant_ascites","ascites",TRUE
"Cell1412","malignant","malignant_ascites","ascites",TRUE
"Cell1413","fibroblast","fibroblast","ascites",FALSE
"Cell1414","malignant","malignant_ascites","ascites",TRUE
"Cell1415","malignant","malignant_ascites","ascites",TRUE
"Cell1416","malignant","malignant_omental","omental",TRUE
"Cell1417","endothelial","endothelial","ascites",FALSE
"Cell1418","Tcell","Tcell","ascites",FALSE
"Cell1419","malignant","malignant_ascites","ascites",TRUE
"Cell1420","Tcell","Tcell","ascites",FALSE
"Cell1421","malignant","malignant_ascites","ascites",TRUE
"Cell1422","malignant","malignant_omental","omental",TRUE
"Cell1423","malignant","malignant_omental","omental",TRUE
"Cell1424","fibroblast","fibroblast","omental",FALSE
"Cell1425","malignant","malignant_omental","omental",TRUE
"Cell1426","malignant","malignant_ascites","ascites",TRUE
"Cell1427","macrophage","macrophage","ascites",FALSE
"Cell1428","malignant","malignant_ascites","ascites",TRUE
"Cell1429","fibroblast","fibroblast","ascites",FALSE
"Cell1430","malignant","malignant_ascites","ascites",TRUE
"Cell1431","macrophage","macrophage","omental",FALSE
"Cell1432","malignant","malignant_ascites","ascites",TRUE
"Cell1433","adipocyte","adipocyte","omental",FALSE
"Cell1434","malignant","malignant_ascites","ascites",TRUE
"Cell1435","macrophage","macrophage","omental",FALSE
"Cell1436","macrophage","macrophage","omental",FALSE
"Cell1437","malignant","malignant_ascites","ascites",TRUE
"Cell1438","macrophage","macrophage","omental",FALSE
"Cell1439","macrophage","macrophage","ascites",FALSE
"Cell1440","macrophage","macrophage","omental",FALSE
"Cell1441","Tcell","Tcell","ascites",FALSE
"Cell1442","Tcell","Tcell","ascites",FALSE
"Cell1443","Tcell","Tcell","ascites",FALSE
"Cell1444","malignant","malignant_ascites","ascites",TRUE
"Cell1445","malignant","malignant_omental","omental",TRUE
"Cell1446","malignant","malignant_ascites","ascites",TRUE
"Cell1447","malignant","malignant_ascites","ascites",TRUE
"Cell1448","malignant","malignant_ascites","ascites",TRUE
"Cell1449","Tcell","Tcell","ascites",FALSE
"Cell1450","malignant","malignant_ascites","ascites",TRUE
"Cell1451","malignant","malignant_ascites","ascites",TRUE
"Cell1452","malignant","malignant_omental","omental",TRUE
"Cell1453","endothelial","endothelial","ascites",FALSE
"Cell1454","Tcell","Tcell","ascites",FALSE
"Cell1455","adipocyte","adipocyte","omental",FALSE
"Cell1456","malignant","malignant_ascites","ascites",TRUE
"Cell1457","malignant","malignant_omental","omental",TRUE
"Cell1458","fibroblast","fibroblast","omental",FALSE
"Cell1459","fibroblast","fibroblast","omental",FALSE
"Cell1460","malignant","malignant_ascites","ascites",TRUE
"Cell1461","malignant","malignant_omental","omental",TRUE
"Cell1462","fibroblast","fibroblast","ascites",FALSE
"Cell1463","fibroblast","fibroblast","omental",FALSE
"Cell1464","malignant","malignant_ascites","ascites",TRUE
"Cell1465","malignant","malignant_omental","omental",TRUE
"Cell1466","Tcell","Tcell","omental",FALSE
"Cell1467","fibroblast","fibroblast","omental",FALSE
"Cell1468","malignant","malignant_omental","omental",TRUE
"Cell1469","malignant","malignant_omental","omental",TRUE
"Cell1470","macrophage","macrophage","ascites",FALSE
"Cell1471","malignant","malignant_omental","omental",TRUE
"Cell1472","malignant","malignant_ascites","ascites",TRUE
"Cell1473","Tcell","Tcell","omental",FALSE
"Cell1474","Tcell","Tcell","ascites",FALSE
"Cell1475","malignant","malignant_omental","omental",TRUE
"Cell1476","malignant","malignant_omental","omental",TRUE
"Cell1477","fibroblast","fibroblast","omental",FALSE
"Cell1478","malignant","malignant_omental","omental",TRUE
"Cell1479","macrophage","macrophage","omental",FALSE
"Cell1480","fibroblast","fibroblast","omental",FALSE
"Cell1481","malignant","malignant_omental","omental",TRUE
"Cell1482","macrophage","macrophage","ascites",FALSE
"Cell1483","fibroblast","fibroblast","ascites",FALSE
"Cell1484","macrophage","macrophage","omental",FALSE
"Cell1485","malignant","malignant_omental","omental",TRUE
"Cell1486","malignant","malignant_omental","omental",TRUE
"Cell1487","endothelial","endothelial","omental",FALSE
"Cell1488","malignant","malignant_ascites","ascites",TRUE
"Cell1489","macrophage","macrophage","ascites",FALSE
"Cell1490","endothelial","endothelial","ascites",FALSE
"Cell1491","Tcell","Tcell","ascites",FALSE
"Cell1492","malignant","malignant_omental","omental",TRUE
"Cell1493","fibroblast","fibroblast","omental",FALSE
"Cell1494","malignant","malignant_ascites","ascites",TRUE
"Cell1495","macrophage","macrophage","ascites",FALSE
"Cell1496","malignant","malignant_omental","omental",TRUE
"Cell1497","Tcell","Tcell","omental",FALSE
"Cell1498","fibroblast","fibroblast","omental",FALSE
"Cell1499","malignant","malignant_omental","omental",TRUE
"Cell1500","malignant","malignant_ascites","ascites",TRUE
"Cell1501","malignant","malignant_omental","omental",TRUE
"Cell1502","macrophage","macrophage","omental",FALSE
"Cell1503","malignant","malignant_ascites","ascites",TRUE
"Cell1504","fibroblast","fibroblast","omental",FALSE
"Cell1505","malignant","malignant_ascites","ascites",TRUE
"Cell1506","malignant","malignant_ascites","ascites",TRUE
"Cell1507","macrophage","macrophage","omental",FALSE
"Cell1508","malignant","malignant_omental","omental",TRUE
"Cell1509","macrophage","macrophage","ascites",FALSE
"Cell1510","malignant","malignant_omental","omental",TRUE
"Cell1511","malignant","malignant_ascites","ascites",TRUE
"Cell1512","malignant","malignant_omental","omental",TRUE
"Cell1513","malignant","malignant_omental","omental",TRUE
"Cell1514","fibroblast","fibroblast","omental",FALSE
"Cell1515","fibroblast","fibroblast","omental",FALSE
"Cell1516","malignant","malignant_omental","omental",TRUE
"Cell1517","malignant","malignant_omental","omental",TRUE
"Cell1518","malignant","malignant_ascites","ascites",TRUE
"Cell1519","Tcell","Tcell","ascites",FALSE
"Cell1520","malignant","malignant_ascites","ascites",TRUE
"Cell1521","adipocyte","adipocyte","omental",FALSE
"Cell1522","endothelial","endothelial","ascites",FALSE
"Cell1523","adipocyte","adipocyte","omental",FALSE
"Cell1524","malignant","malignant_ascites","ascites",TRUE
"Cell1525","macrophage","macrophage","omental",FALSE
"Cell1526","macrophage","macrophage","ascites",FALSE
"Cell1527","Tcell","Tcell","ascites",FALSE
"Cell1528","Tcell","Tcell","omental",FALSE
"Cell1529","malignant","malignant_omental","omental",TRUE
"Cell1530","macrophage","macrophage","omental",FALSE
"Cell1531","malignant","malignant_omental","omental",TRUE
"Cell1532","malignant","malignant_ascites","ascites",TRUE
"Cell1533","malignant","malignant_ascites","ascites",TRUE
"Cell1534","macrophage","macrophage","ascites",FALSE
"Cell1535","Tcell","Tcell","omental",FALSE
"Cell1536","malignant","malignant_ascites","ascites",TRUE
"Cell1537","endothelial","endothelial","omental",FALSE
"Cell1538","malignant","malignant_ascites","ascites",TRUE
"Cell1539","malignant","malignant_ascites","ascites",TRUE
"Cell1540","malignant","malignant_omental","omental",TRUE
"Cell1541","endothelial","endothelial","omental",FALSE
"Cell1542","malignant","malignant_ascites","ascites",TRUE
"Cell1543","fibroblast","fibroblast","omental",FALSE
"Cell1544","malignant","malignant_ascites","ascites",TRUE
"Cell1545","malignant","malignant_ascites","ascites",TRUE
"Cell1546","fibroblast","fibroblast","omental",FALSE
"Cell1547","malignant","malignant_omental","omental",TRUE
"Cell1548","malignant","malignant_omental","omental",TRUE
"Cell1549","macrophage","macrophage","ascites",FALSE
"Cell1550","Tcell","Tcell","ascites",FALSE
"Cell1551","Tcell","Tcell","ascites",FALSE
"Cell1552","malignant","malignant_omental","omental",TRUE
"Cell1553","Tcell","Tcell","ascites",FALSE
"Cell1554","endothelial","endothelial","omental",FALSE
"Cell1555","malignant","malignant_omental","omental",TRUE
"Cell1556","fibroblast","fibroblast","omental",FALSE
"Cell1557","malignant","malignant_omental","omental",TRUE
"Cell1558","macrophage","macrophage","ascites",FALSE
"Cell1559","malignant","malignant_ascites","ascites",TRUE
"Cell1560","adipocyte","adipocyte","omental",FALSE
"Cell1561","fibroblast","fibroblast","ascites",FALSE
"Cell1562","Tcell","Tcell","ascites",FALSE
"Cell1563","malignant","malignant_omental","omental",TRUE
"Cell1564","malignant","malignant_omental","omental",TRUE
"Cell1565","endothelial","endothelial","omental",FALSE
"Cell1566","malignant","malignant_ascites","ascites",TRUE
"Cell1567","malignant","malignant_ascites","ascites",TRUE
"Cell1568","macrophage","macrophage","ascites",FALSE
"Cell1569","fibroblast","fibroblast","omental",FALSE
"Cell1570","malignant","malignant_ascites","ascites",TRUE
"Cell1571","malignant","malignant_omental","omental",TRUE
"Cell1572","malignant","malignant_ascites","ascites",TRUE
"Cell1573","macrophage","macrophage","ascites",FALSE
"Cell1574","adipocyte","adipocyte","omental",FALSE
"Cell1575","macrophage","macrophage","ascites",FALSE
"Cell1576","malignant","malignant_ascites","ascites",TRUE
"Cell1577","malignant","malignant_omental","omental",TRUE
"Cell1578","Tcell","Tcell","omental",FALSE
"Cell1579","malignant","malignant_omental","omental",TRUE
"Cell1580","macrophage","macrophage","omental",FALSE
"Cell1581","fibroblast","fibroblast","ascites",FALSE
"Cell1582","adipocyte","adipocyte","omental",FALSE
"Cell1583","adipocyte","adipocyte","omental",FALSE
"Cell1584","malignant","malignant_ascites","ascites",TRUE
"Cell1585","malignant","malignant_ascites","ascites",TRUE
"Cell1586","macrophage","macrophage","ascites",FALSE
"Cell1587","macrophage","macrophage","ascites",FALSE
"Cell1588","adipocyte","adipocyte","omental",FALSE
"Cell1589","macrophage","macrophage","omental",FALSE
"Cell1590","malignant","malignant_omental","omental",TRUE
"Cell1591","fibroblast","fibroblast","omental",FALSE
"Cell1592","macrophage","macrophage","ascites",FALSE
"Cell1593","Tcell","Tcell","ascites",FALSE
"Cell1594","endothelial","endothelial","ascites",FALSE
"Cell1595","Tcell","Tcell","ascites",FALSE
"Cell1596","fibroblast","fibroblast","omental",FALSE
"Cell1597","malignant","malignant_omental","omental",TRUE
"Cell1598","malignant","malignant_ascites","ascites",TRUE
"Cell1599","malignant","malignant_ascites","ascites",TRUE
"Cell1600","malignant","malignant_omental","omental",TRUE
"Cell1601","endothelial","endothelial","ascites",FALSE
"Cell1602","malignant","malignant_omental","omental",TRUE
"Cell1603","malignant","malignant_omental","omental",TRUE
"Cell1604","macrophage","macrophage","ascites",FALSE
"Cell1605","malignant","malignant_ascites","ascites",TRUE
"Cell1606","fibroblast","fibroblast","ascites",FALSE
"Cell1607","fibroblast","fibroblast","omental",FALSE
"Cell1608","malignant","malignant_ascites","ascites",TRUE
"Cell1609","macrophage","macrophage","omental",FALSE
"Cell1610","malignant","malignant_omental","omental",TRUE
"Cell1611","fibroblast","fibroblast","omental",FALSE
"Cell1612","macrophage","macrophage","omental",FALSE
"Cell1613","fibroblast","fibroblast","omental",FALSE
"Cell1614","malignant","malignant_omental","omental",TRUE
"Cell1615","malignant","malignant_omental","omental",TRUE
"Cell1616","endothelial","endothelial","omental",FALSE
"Cell1617","macrophage","macrophage","omental",FALSE
"Cell1618","malignant","malignant_ascites","ascites",TRUE
"Cell1619","malignant","malignant_omental","omental",TRUE
"Cell1620","malignant","malignant_ascites","ascites",TRUE
"Cell1621","malignant","malignant_ascites","ascites",TRUE
"Cell1622","malignant","malignant_omental","omental",TRUE
"Cell1623","malignant","malignant_omental","omental",TRUE
"Cell1624","malignant","malignant_ascites","ascites",TRUE
"Cell1625","malignant","malignant_omental","omental",TRUE
"Cell1626","malignant","malignant_omental","omental",TRUE
"Cell1627","malignant","malignant_ascites","ascites",TRUE
"Cell1628","Tcell","Tcell","omental",FALSE
"Cell1629","fibroblast","fibroblast","omental",FALSE
"Cell1630","malignant","malignant_ascites","ascites",TRUE
"Cell1631","fibroblast","fibroblast","omental",FALSE
"Cell1632","malignant","malignant_omental","omental",TRUE
"Cell1633","malignant","malignant_ascites","ascites",TRUE
"Cell1634","malignant","malignant_omental","omental",TRUE
"Cell1635","fibroblast","fibroblast","ascites",FALSE
"Cell1636","Tcell","Tcell","ascites",FALSE
"Cell1637","fibroblast","fibroblast","omental",FALSE
"Cell1638","malignant","malignant_omental","omental",TRUE
"Cell1639","malignant","malignant_omental","omental",TRUE
"Cell1640","fibroblast","fibroblast","ascites",FALSE
"Cell1641","macrophage","macrophage","ascites",FALSE
"Cell1642","malignant","malignant_ascites","ascites",TRUE
"Cell1643","malignant","malignant_omental","omental",TRUE
"Cell1644","adipocyte","adipocyte","omental",FALSE
"Cell1645","macrophage","macrophage","ascites",FALSE
"Cell1646","fibroblast","fibroblast","omental",FALSE
"Cell1647","malignant","malignant_ascites","ascites",TRUE
"Cell1648","endothelial","endothelial","omental",FALSE
"Cell1649","malignant","malignant_omental","omental",TRUE
"Cell1650","macrophage","macrophage","ascites",FALSE
"Cell1651","adipocyte","adipocyte","omental",FALSE
"Cell1652","malignant","malignant_ascites","ascites",TRUE
"Cell1653","adipocyte","adipocyte","omental",FALSE
"Cell1654","macrophage","macrophage","ascites",FALSE
"Cell1655","malignant","malignant_ascites","ascites",TRUE
"Cell1656","malignant","malignant_omental","omental",TRUE
"Cell1657","fibroblast","fibroblast","omental",FALSE
"Cell1658","fibroblast","fibroblast","ascites",FALSE
"Cell1659","malignant","malignant_ascites","ascites",TRUE
"Cell1660","malignant","malignant_ascites","ascites",TRUE
"Cell1661","adipocyte","adipocyte","omental",FALSE
"Cell1662","malignant","malignant_ascites","ascites",TRUE
"Cell1663","adipocyte","adipocyte","omental",FALSE
"Cell1664","malignant","malignant_omental","omental",TRUE
"Cell1665","Tcell","Tcell","omental",FALSE
"Cell1666","macrophage","macrophage","omental",FALSE
"Cell1667","Tcell","Tcell","ascites",FALSE
"Cell1668","malignant","malignant_ascites","ascites",TRUE
"Cell1669","malignant","malignant_omental","omental",TRUE
"Cell1670","malignant","malignant_omental","omental",TRUE
"Cell1671","malignant","malignant_omental","omental",TRUE
"Cell1672","malignant","malignant_ascites","ascites",TRUE
"Cell1673","Tcell","Tcell","ascites",FALSE
"Cell1674","malignant","malignant_omental","omental",TRUE
"Cell1675","Tcell","Tcell","omental",FALSE
"Cell1676","malignant","malignant_ascites","ascites",TRUE
"Cell1677","macrophage","macrophage","ascites",FALSE
"Cell1678","malignant","malignant_omental","omental",TRUE
"Cell1679","malignant","malignant_omental","omental",TRUE
"Cell1680","malignant","malignant_ascites","ascites",TRUE
"Cell1681","macrophage","macrophage","omental",FALSE
"Cell1682","Tcell","Tcell","ascites",FALSE
"Cell1683","Tcell","Tcell","omental",FALSE
"Cell1684","fibroblast","fibroblast","ascites",FALSE
"Cell1685","adipocyte","adipocyte","omental",FALSE
"Cell1686","Tcell","Tcell","omental",FALSE
"Cell1687","malignant","malignant_omental","omental",TRUE
"Cell1688","endothelial","endothelial","ascites",FALSE
"Cell1689","macrophage","macrophage","ascites",FALSE
"Cell1690","Tcell","Tcell","omental",FALSE
"Cell1691","malignant","malignant_omental","omental",TRUE
"Cell1692","macrophage","macrophage","omental",FALSE
"Cell1693","malignant","malignant_ascites","ascites",TRUE
"Cell1694","fibroblast","fibroblast","omental",FALSE
"Cell1695","adipocyte","adipocyte","omental",FALSE
"Cell1696","fibroblast","fibroblast","omental",FALSE
"Cell1697","malignant","malignant_omental","omental",TRUE
"Cell1698","malignant","malignant_omental","omental",TRUE
"Cell1699","malignant","malignant_ascites","ascites",TRUE
"Cell1700","malignant","malignant_omental","omental",TRUE
"Cell1701","endothelial","endothelial","omental",FALSE
